"Publication Date","Fiscal Year","Agency Name","Unit Appropriation Name","Total Adopted Budget Amount"
"20230426","2024","DEPARTMENT OF FINANCE","PARKING VIOLATIONS BUREAU OTPS","794,475"
"20230426","2024","DEPARTMENT OF FINANCE","CITY SHERIFF-OTPS","22,336,382"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","EXEC ADM & PLANN MGT.","70,771,213"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","HIGHWAY OPERATIONS","213,599,214"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","TRANSIT OPERATIONS","89,060,583"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","TRAFFIC OPERATIONS","155,650,686"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","BUREAU OF BRIDGES","82,441,895"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","BUREAU OF BRIDGES - OTPS","33,827,356"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","OTPS-EXEC AND ADMINISTRATION","94,440,403"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","OTPS-HIGHWAY OPERATIONS","126,737,510"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","OTPS-TRANSIT OPERATIONS","61,171,312"
"20230426","2024","DEPARTMENT OF TRANSPORTATION","OTPS-TRAFFIC OPERATIONS","510,789,297"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","EXEC MGMT & ADMIN","9,753,170"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","MAINTENANCE & OPERATIONS","362,104,015"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","DESIGN & ENGINEERING","52,472,395"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","RECREATION SERVICES","32,031,832"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","MAINT & OPERATIONS - OTPS","136,023,445"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","EXEC MGT/ADMIN SVCS-OTPS","27,011,980"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","RECREATION SERVICES-OTPS","2,219,036"
"20230426","2024","DEPARTMENT OF PARKS AND RECREATION","DESIGN & ENGINEERING-OTPS","2,588,198"
"20230426","2024","DEPARTMENT OF DESIGN & CONSTRUCTION","PERSONAL SERVICES","124,723,789"
"20230426","2024","DEPARTMENT OF DESIGN & CONSTRUCTION","OTHER THAN PERSONAL SERVICES","59,473,083"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","HUMAN CAPITAL","28,098,375"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","HUMAN CAPITAL","10,236,984"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","BD OF STANDARD & APPEALS PS","2,623,780"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","BD. OF STANDARD & APPEAL  OTPS","125,659"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXECUTIVE AND OPERATIONS SUPPORT","27,013,627"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","11,397,781"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF ADMINISTRATION AND SECURITY - PS","14,156,084"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF ADMINISTRATION AND SECURITY- OTPS","16,056,518"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ASSET MANAGEMENT-PUBLIC FACILITIES","101,067,898"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS","191,594,079"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","OFFICE OF CITYWIDE PURCHASING","11,171,587"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","OFFICE OF CITYWIDE PURCHASING - OTPS","29,212,390"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF REAL ESTATE SERVICES","10,634,101"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF REAL ESTATE SERVICES","8,414,430"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXTERNAL PUBLICATIONS AND RETAIL","2,460,141"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXTERNAL PUBLICATIONS AND RETAIL - OTPS","1,001,739"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ENERGY MANAGEMENT","10,745,241"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ENERGY MANAGEMENT - OTPS","970,156,918"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","CITYWIDE FLEET SERVICES","3,475,177"
"20230426","2024","DEPARTMENT OF CITYWIDE ADMIN SERVICE","CITYWIDE FLEET SERVICES - OTPS","60,171,660"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","TECHNOLOGY SERVICES - PS","85,149,416"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","TECHNOLOGY SERVICES - OTPS","251,121,362"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","ADMIN/OPERATIONS PS","18,570,559"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","ADMIN/OPERATIONS OTPS","49,961,208"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","911 TECHNICAL OPERATIONS- PS","18,954,763"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","911 TECHNICAL OPERATIONS - OTPS","86,928,113"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT","8,878,455"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT","17,168,640"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","311 PS","20,584,013"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","311 OTPS","36,178,475"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","NEW YORK CITY CYBER COMMAND","24,118,764"
"20230426","2024","DEPARTMENT OF INFO TECH & TELECOMM","NEW YORK CITY CYBER COMMAND","103,146,468"
"20230426","2024","DEPARTMENT OF RECORDS & INFORMATION SVS","PERSONAL SERVICES","4,835,801"
"20230426","2024","DEPARTMENT OF RECORDS & INFORMATION SVS","OTHER THAN PERSONAL SERVICES","11,746,475"
"20230426","2024","DEPT OF CONSUMER & WORKER PROTECTION","ADMINISTRATION","16,283,404"
"20230426","2024","DEPT OF CONSUMER & WORKER PROTECTION","LICENSING/ENFORCEMENT","17,721,709"
"20230426","2024","DEPT OF CONSUMER & WORKER PROTECTION","OTHER THAN PERSONAL SERVICE","35,912,355"
"20230426","2024","DISTRICT ATTORNEY NEW YORK COUNTY","PERSONAL SERVICES","133,363,438"
"20230426","2024","DISTRICT ATTORNEY NEW YORK COUNTY","OTHER THAN PERSONAL SERVICES","14,962,136"
"20230426","2024","DISTRICT ATTORNEY BRONX COUNTY","PERSONAL SERVICES","92,510,991"
"20230426","2024","DISTRICT ATTORNEY BRONX COUNTY","OTHER THAN PERSONAL SERVICES","7,821,939"
"20230426","2024","DISTRICT ATTORNEY KINGS COUNTY","PERSONAL SERVICES","100,475,771"
"20230426","2024","DISTRICT ATTORNEY KINGS COUNTY","OTHER THAN PERSONAL SERVICES","29,969,555"
"20230426","2024","DISTRICT ATTORNEY QUEENS COUNTY","PERSONAL SERVICES","73,592,118"
"20230426","2024","DISTRICT ATTORNEY QUEENS COUNTY","OTHER THAN PERSONAL SERVICES","13,061,106"
"20230426","2024","DISTRICT ATTORNEY RICHMOND COUNTY","PERSONAL SERVICES","17,729,398"
"20230426","2024","DISTRICT ATTORNEY RICHMOND COUNTY","OTHER THAN PERSONAL SERVICES","4,031,276"
"20230426","2024","OFFICE OF PROSECUTION SPEC NARCO","PERSONAL SERVICES","24,604,563"
"20230426","2024","OFFICE OF PROSECUTION SPEC NARCO","OTHER THAN PERSONAL SERVICES","1,559,669"
"20230426","2024","PUBLIC ADMINISTRATOR-NEW YORK COUNTY","PERSONAL SERVICES","898,208"
"20230426","2024","PUBLIC ADMINISTRATOR-NEW YORK COUNTY","OTHER THAN PERSONAL SERVICES","358,184"
"20230426","2024","PUBLIC ADMINISTRATOR-BRONX COUNTY","PERSONAL SERVICES","688,317"
"20230426","2024","PUBLIC ADMINISTRATOR-BRONX COUNTY","OTHER THAN PERSONAL SERVICES","69,537"
"20230426","2024","PUBLIC ADMINISTRATOR-KINGS COUNTY","PERSONAL SERVICES","860,995"
"20230426","2024","PUBLIC ADMINISTRATOR-KINGS COUNTY","OTHER THAN PERSONAL SERVICES","56,968"
"20230426","2024","PUBLIC ADMINISTRATOR- QUEENS COUNTY","PERSONAL SERVICES","658,651"
"20230426","2024","PUBLIC ADMINISTRATOR- QUEENS COUNTY","OTHER THAN PERSONAL SERVICES","15,713"
"20230426","2024","PUBLIC ADMINISTRATOR-RICHMOND COUNTY","PERSONAL SERVICES","536,056"
"20230426","2024","PUBLIC ADMINISTRATOR-RICHMOND COUNTY","OTHER THAN PERSONAL SERVICES","67,961"
"20230630","2024","DEPARTMENT OF EDUCATION","SE INSTR & SCH LEADERSHIP -OTPS","9,824,931"
"20230630","2024","DEPARTMENT OF EDUCATION","CHARTER SCHOOLS","2,957,677,107"
"20230630","2024","DEPARTMENT OF EDUCATION","UNIVERSAL PRE-K - PS","763,582,117"
"20230630","2024","DEPARTMENT OF EDUCATION","UNIVERSAL PRE-K - OTPS","869,260,172"
"20230630","2024","DEPARTMENT OF EDUCATION","EARLY CHILDHOOD PROGRAMS- PS","91,042,666"
"20230630","2024","DEPARTMENT OF EDUCATION","EARLY CHILDHOOD PROGRAMS - OTPS","444,787,817"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL SUPPORT ORGANIZATION","268,939,772"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL SUPPORT ORGANIZATION OTPS","20,808,636"
"20230630","2024","DEPARTMENT OF EDUCATION","CW SE INSTR & SCHL LEADERSHIP - PS","1,402,593,812"
"20230630","2024","DEPARTMENT OF EDUCATION","CW SE INSTR & SCHL LEADERSHIP - OTPS","23,543,122"
"20230630","2024","DEPARTMENT OF EDUCATION","SE INSTRUCTIONAL SUPPORT - PS","432,308,821"
"20230630","2024","DEPARTMENT OF EDUCATION","SE INSTRUCTIONAL SUPPORT -  OTPS","303,120,385"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL FACILITIES - PS","180,345,506"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL FACILITIES - OTPS","944,399,226"
"20230630","2024","DEPARTMENT OF EDUCATION","PUPIL TRANSPORTATION - PS","0"
"20230630","2024","DEPARTMENT OF EDUCATION","PUPIL TRANSPORTATION - OTPS","1,630,362,012"
"20230630","2024","MAYORALTY","CRIMINAL JUSTICE PROGRAMS OTPS","3,371,315"
"20230630","2024","MAYORALTY","OFF OF LABOR RELATIONS-PS","15,055,412"
"20230630","2024","MAYORALTY","OFF OF LABOR RELATIONS-OTPS","7,007,651"
"20230630","2024","LAW DEPARTMENT","PERSONAL SERVICES","163,861,943"
"20230630","2024","LAW DEPARTMENT","OTHER THAN PERSONAL SERVICES","116,089,599"
"20230630","2024","DEPARTMENT OF CITY PLANNING","PERSONAL SERVICES","28,714,638"
"20230630","2024","DEPARTMENT OF CITY PLANNING","OTHER THAN PERSONAL SERVICES","17,819,464"
"20230630","2024","DEPARTMENT OF CITY PLANNING","GEOGRAPHIC SYSTEMS","2,247,202"
"20230630","2024","DEPARTMENT OF CITY PLANNING","GEOGRAPHIC SYSTEMS","297,688"
"20230630","2024","DEPARTMENT OF INVESTIGATION","PERSONAL SERVICES","25,248,637"
"20230630","2024","DEPARTMENT OF INVESTIGATION","OTHER THAN PERSONAL SERVICES","23,547,114"
"20230630","2024","DEPARTMENT OF INVESTIGATION","INSPECTOR GENERAL-PS","4,363,388"
"20230630","2024","DEPARTMENT OF INVESTIGATION","INSPECTOR GENERAL-OTPS","381,450"
"20230630","2024","NEW YORK RESEARCH LIBRARIES","LUMP SUM APPROPRIATION","31,707,505"
"20230630","2024","NEW YORK PUBLIC LIBRARY","LUMP SUM-BORO OF MANHATTAN","25,804,635"
"20230630","2024","NEW YORK PUBLIC LIBRARY","LUMP SUM- BORO OF BRONX","24,252,943"
"20230630","2024","NEW YORK PUBLIC LIBRARY","LUMP SUM-BORO OF STATEN ISL","10,970,380"
"20230630","2024","NEW YORK PUBLIC LIBRARY","SYSTEMWIDE SERVICES","103,482,159"
"20230630","2024","NEW YORK PUBLIC LIBRARY","CONSULTANT & ADVISORY SVCS","1,362,128"
"20230630","2024","BROOKLYN PUBLIC LIBRARY","LUMP SUM","125,264,255"
"20230630","2024","QUEENS BOROUGH PUBLIC LIBRARY","LUMP SUM","130,011,629"
"20230630","2024","DEPARTMENT OF EDUCATION","GE INSTR & SCH LEADERSHIP - PS","6,990,458,645"
"20230630","2024","DEPARTMENT OF EDUCATION","GE INSTR & SCH LEADERSHIP - OTPS","744,886,600"
"20230630","2024","DEPARTMENT OF EDUCATION","SE INSTR & SCH LEADERSHIP - PS","2,577,056,176"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL FOOD SERVICES - PS","234,951,885"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL FOOD SERVICES - OTPS","295,285,760"
"20230630","2024","CITY COUNCIL","CMTEE ON HOUSING & BLDGS","1"
"20230630","2024","DEPARTMENT OF EDUCATION","SCHOOL SAFETY - OTPS","389,445,252"
"20230630","2024","DEPARTMENT OF EDUCATION","ENERGY AND LEASES - OTPS","652,842,965"
"20230630","2024","DEPARTMENT OF EDUCATION","CENTRAL ADMINISTRATION - PS","173,457,177"
"20230630","2024","DEPARTMENT OF EDUCATION","CENTRAL ADMINISTRATION - OTPS","128,705,744"
"20230630","2024","DEPARTMENT OF EDUCATION","FRINGE BENEFITS - PS","3,880,223,376"
"20230630","2024","MAYORALTY","NYC COMM TO THE UN-PS","1,263,096"
"20230630","2024","MAYORALTY","NYC COMM TO THE UN-OTPS","251,281"
"20230630","2024","MAYORALTY","MAYOR'S OFFICE OF CONTRACT SERVICES - PS","23,573,453"
"20230630","2024","MAYORALTY","MAYOR'S OFFICE OF CONTRACT SERVICES-OTPS","38,293,203"
"20230630","2024","MAYORALTY","OFF FOR PEOPLE WITH DISAB-PS","748,004"
"20230630","2024","MAYORALTY","OFF FOR PEOPLE WITH DISAB-OTPS","101,341"
"20230630","2024","MAYORALTY","COMMUNITY AFFAIRS UNIT-PS","2,018,888"
"20230630","2024","MAYORALTY","COMMUNITY AFFAIRS UNIT-OTPS","30,000"
"20230630","2024","MAYORALTY","COMMISSION ON GENDER EQUITY-PS","881,217"
"20230630","2024","MAYORALTY","COMMISSION ON GENDER EQUITY-OTPS","237,171"
"20230630","2024","MAYORALTY","OFFICE OF OPERATIONS-PS","9,148,138"
"20230630","2024","MAYORALTY","OFFICE OF OPERATIONS-OTPS","157,435"
"20230630","2024","MAYORALTY","SPECIAL ENFORCEMENT-PS","865,687"
"20230630","2024","MAYORALTY","SPECIAL ENFORCEMENT-OTPS","28,002"
"20230630","2024","BOARD OF ELECTIONS","PERSONAL SERVICES","78,438,715"
"20230630","2024","BOARD OF ELECTIONS","OTHER THAN PERSONAL SERVICES","95,240,266"
"20230630","2024","CAMPAIGN FINANCE BOARD","PERSONAL SERVICES","16,036,392"
"20230630","2024","CAMPAIGN FINANCE BOARD","OTHER THAN PERSONAL SERVICES","36,335,389"
"20230630","2024","CAMPAIGN FINANCE BOARD","ELECTION FUNDING","28,000,000"
"20230630","2024","OFFICE OF THE ACTUARY","PERSONAL SERVICE","5,174,554"
"20230630","2024","OFFICE OF THE ACTUARY","OTHER THAN PERSONAL SERVICE","2,040,464"
"20230630","2024","BOROUGH PRESIDENT - MANHATTAN","PERSONAL SERVICES","4,384,989"
"20230630","2024","BOROUGH PRESIDENT - MANHATTAN","OTHER THAN PERSONAL SERVICES","956,399"
"20230630","2024","BOROUGH PRESIDENT BRONX","PERSONAL SERVICES","5,086,723"
"20230630","2024","BOROUGH PRESIDENT BRONX","OTHER THAN PERSONAL SERVICES","1,255,715"
"20230630","2024","BOROUGH PRESIDENT - BROOKLYN","PERSONAL SERVICES","5,929,413"
"20230630","2024","BOROUGH PRESIDENT - BROOKLYN","OTHER THAN PERSONAL SERVICES","1,392,619"
"20230630","2024","BOROUGH PRESIDENT - QUEENS","PERSONAL SERVICES","4,305,039"
"20230630","2024","BOROUGH PRESIDENT - QUEENS","OTHER THAN PERSONAL SERVICES","1,602,365"
"20230630","2024","BOROUGH PRESIDENT STATEN ISLAND","PERSONAL SERVICES","3,848,795"
"20230630","2024","BOROUGH PRESIDENT STATEN ISLAND","OTHER THAN PERSONAL SERVICES","949,740"
"20230630","2024","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-PS","3,414,004"
"20230630","2024","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-PS","41,352,631"
"20230630","2024","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-PS","14,622,512"
"20230630","2024","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-PS","17,422,599"
"20230630","2024","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-OTPS","13,156,147"
"20230630","2024","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-OTPS","150,916"
"20230630","2024","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-OTPS","4,217,492"
"20230630","2024","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-OTPS","20,355,901"
"20230630","2024","DEPARTMENT OF EMERGENCY MANAGEMENT","PERSONAL SERVICES","26,605,837"
"20230630","2024","DEPARTMENT OF EMERGENCY MANAGEMENT","OTHER THAN PERSONAL SERVICES","33,630,274"
"20230630","2024","OFFICE OF ADMINISTRATIVE TAX APPEALS","PERSONAL SERVICES","5,672,276"
"20230630","2024","OFFICE OF ADMINISTRATIVE TAX APPEALS","OTHER THAN PERSONAL SERVICE","312,647"
"20230630","2024","MAYORALTY","OFFICE OF THE MAYOR-PS","36,863,027"
"20230630","2024","MAYORALTY","OFFICE OF THE MAYOR-OTPS","5,329,376"
"20230630","2024","MAYORALTY","OFFICE OF MGMT AND BUDGET-PS","40,506,489"
"20230630","2024","MAYORALTY","OFFICE OF MGMT AND BUDGET-OTPS","11,970,796"
"20230630","2024","MAYORALTY","CRIMINAL JUSTICE PROGRAMS PS","9,486,886"
"20230630","2024","DEPARTMENT OF EDUCATION","SE PRE-K CONTRACT PMTS - OTPS","929,191,955"
"20230630","2024","DEPARTMENT OF EDUCATION","CONTRACT SCHOOLS/FOSTER/CH 683 PMTS","909,926,966"
"20230630","2024","DEPARTMENT OF EDUCATION","NPS & FIT PMTS - OTPS","115,417,307"
"20230630","2024","DEPARTMENT OF EDUCATION","CATEGORICAL PROGRAMS - PS","1,436,014,108"
"20230630","2024","DEPARTMENT OF EDUCATION","CATEGORICAL PROGRAMS - OTPS","1,231,543,000"
"20230630","2024","CITY UNIVERSITY OF NEW YORK","COMMUNITY COLLEGE-OTPS","466,250,207"
"20230630","2024","CITY UNIVERSITY OF NEW YORK","COMMUNITY COLLEGE PS","922,984,446"
"20230630","2024","CITY UNIVERSITY OF NEW YORK","HUNTER SCHOOLS-OTPS","1,376,422"
"20230630","2024","CITY UNIVERSITY OF NEW YORK","HUNTER SCHOOLS-PS","19,019,154"
"20230630","2024","CITY UNIVERSITY OF NEW YORK","SENIOR COLLEGE OTPS","35,000,000"
"20230630","2024","CIVILIAN COMPLAINT REVIEW BOARD","CCRB-PS","18,952,568"
"20230630","2024","CIVILIAN COMPLAINT REVIEW BOARD","CCRB-OTPS","4,595,693"
"20230630","2024","POLICE DEPARTMENT","OPERATIONS","3,242,342,360"
"20230630","2024","POLICE DEPARTMENT","EXECUTIVE MANAGEMENT","527,910,039"
"20230630","2024","POLICE DEPARTMENT","SCHOOL SAFETY- P.S.","301,938,342"
"20230630","2024","POLICE DEPARTMENT","ADMINISTRATION-PERSONNEL","265,128,795"
"20230630","2024","POLICE DEPARTMENT","CRIMINAL JUSTICE","61,428,937"
"20230630","2024","POLICE DEPARTMENT","TRAFFIC ENFORCEMENT","169,346,291"
"20230630","2024","POLICE DEPARTMENT","TRANSIT POLICE-PS","249,542,038"
"20230630","2024","POLICE DEPARTMENT","HOUSING POLICE-PS","205,525,361"
"20230630","2024","POLICE DEPARTMENT","PATROL - PS","0"
"20230630","2024","POLICE DEPARTMENT","COMMUNICATIONS - PS","0"
"20230630","2024","POLICE DEPARTMENT","INTELLIGENCE AND COUNTERTERRORISM - PS","0"
"20230630","2024","POLICE DEPARTMENT","OPERATIONS-OTPS","87,681,488"
"20230630","2024","POLICE DEPARTMENT","EXECUTIVE MANAGEMENT-OTPS","16,235,400"
"20230630","2024","CITY COUNCIL","COMMITTEE ON IMMIGRATION","1"
"20230630","2024","POLICE DEPARTMENT","SCHOOL SAFETY- OTPS","4,903,848"
"20230630","2024","POLICE DEPARTMENT","ADMINISTRATION-OTPS","387,098,189"
"20230630","2024","POLICE DEPARTMENT","COMMUNICATIONS - OTPS","0"
"20230630","2024","POLICE DEPARTMENT","CRIMINAL JUSTICE-OTPS","590,351"
"20230630","2024","POLICE DEPARTMENT","TRAFFIC ENFORCEMENT-OTPS","10,952,702"
"20230630","2024","POLICE DEPARTMENT","PATROL, HOUSING & TRANSIT - OTPS","0"
"20230630","2024","POLICE DEPARTMENT","INTELLIGENCE AND COUNTERTERRORISM - OTPS","0"
"20230630","2024","FIRE DEPARTMENT","EXECUTIVE ADMINISTRATIVE","120,915,710"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","DOMESTIC VIOLENCE SERVICES - OTPS","0"
"20230630","2024","FIRE DEPARTMENT","FIRE EXTING AND EMERG RESP","1,490,473,077"
"20230630","2024","FIRE DEPARTMENT","FIRE INVESTIGATION","23,194,724"
"20230630","2024","FIRE DEPARTMENT","FIRE PREVENTION","44,984,071"
"20230630","2024","FIRE DEPARTMENT","EXECUTIVE ADMIN-OTPS","174,026,391"
"20230630","2024","FIRE DEPARTMENT","FIRE EXTING & RESP-OTPS","42,439,027"
"20230630","2024","FIRE DEPARTMENT","FIRE INVESTIGATION-OTPS","330,011"
"20230630","2024","FIRE DEPARTMENT","FIRE PREVENTION-OTPS","1,983,944"
"20230630","2024","FIRE DEPARTMENT","EMERGENCY MEDICAL SERVICES-PS","351,157,212"
"20230630","2024","CITY COUNCIL","COMMITTEE ON VETERANS","1"
"20230630","2024","FIRE DEPARTMENT","EMERGENCY MEDICAL SERV-OTPS","43,464,963"
"20230630","2024","DEPARTMENT OF VETERANS' SERVICES","PERSONAL SERVICES","4,106,020"
"20230630","2024","DEPARTMENT OF VETERANS' SERVICES","OTHER THAN PERSONAL SERVICES","2,032,761"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","PERSONAL SERVICES","356,270,793"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","OTHER THAN PERSONAL SERVICES","124,862,255"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","HEADSTART and DAYCARE-PS","15,393,296"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","HEADSTART/DAYCARE-OTPS","507,437,455"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","ADMINISTRATIVE-PS","73,987,693"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","CHILD WELFARE-OTPS","1,200,553,920"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","JUVENILE JUSTICE - PS","68,103,553"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","JUVENILE JUSTICE - OTPS","161,359,209"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","ADOPTION SUBSIDY - PS","1,947,425"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","ADOPTION SUBSIDY - OTPS","234,232,706"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","JUVENILE JUSTICE - OCFS PAYMENTS","22,813,950"
"20230630","2024","ADMIN FOR CHILDREN'S SERVICES","COMMITTEE ON SPECIAL EDUCATION","0"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","ADMINISTRATION-OTPS","295,454,708"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","PUBLIC ASSISTANCE - OTPS","2,672,931,164"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","MEDICAL ASSISTANCE - OTPS","6,598,564,105"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","ADULT SERVICES - OTPS","472,584,024"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","LEGAL SERVICES - OTPS","231,349,011"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","HOME ENERGY ASSISTANCE - OTPS","38,000,000"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","CHILD SUPPORT SERVICES - OTPS","19,150,331"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","EMERGENCY FOOD - OTPS","55,311,248"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","FAIR FARES - OTPS","0"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","ADMINISTRATION","312,691,333"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","PUBLIC ASSISTANCE","302,953,844"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","MEDICAL ASSISTANCE","105,447,944"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","ADULT SERVICES","124,792,012"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","LEGAL SERVICES - PS","3,227,714"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","HOME ENERGY ASSISTANCE - PS","1,207,141"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","CHILD SUPPORT SERVICES - PS","37,666,041"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","FAIR FARES - PS","0"
"20230630","2024","DEPARTMENT OF SOCIAL SERVICES","DOMESTIC VIOLENCE SERVICES - PS","0"
"20230630","2024","DEPARTMENT OF HOMELESS SERVICES","SHELTER INTAKE AND PROGRAM - PS","114,911,066"
"20230630","2024","DEPARTMENT OF HOMELESS SERVICES","ADMINISTRATION - PS","33,168,832"
"20230630","2024","DEPARTMENT OF HOMELESS SERVICES","STREET PROGRAMS - PS","12,261,386"
"20230630","2024","DEPARTMENT OF HOMELESS SERVICES","SHELTER INTAKE AND PROGRAM - OTPS","1,926,495,743"
"20230630","2024","DEPARTMENT OF HOMELESS SERVICES","ADMINISTRATION - OTPS","25,925,211"
"20230630","2024","DEPARTMENT OF HOMELESS SERVICES","STREET PROGRAMS - OTPS","291,353,026"
"20230630","2024","DEPARTMENT OF CORRECTION","ADMINISTRATION","127,380,979"
"20230630","2024","DEPARTMENT OF CORRECTION","OPERATIONS","933,823,899"
"20230630","2024","DEPARTMENT OF CORRECTION","OPERATIONS - OTPS","185,219,766"
"20230630","2024","DEPARTMENT OF CORRECTION","ADMINISTRATION - OTPS","28,933,652"
"20230630","2024","DEPARTMENT OF CORRECTION","NYC DOC JAIL OPERATIONS - PS","0"
"20230630","2024","DEPARTMENT OF CORRECTION","NYC DOC HEALTH AND PROGRAMS - PS","0"
"20230630","2024","DEPARTMENT OF CORRECTION","NYC DOC JAIL OPERATIONS - OTPS","0"
"20230630","2024","DEPARTMENT OF CORRECTION","NYC DOC HEALTH AND PROGRAMS - OTPS","0"
